LON,LAT,type,name,email,street,city,state,zip,www,facebook,fbIcon,instagram,instaIcon,markets
-84.518577,37.922394,Cut Flower Grower,Agape Fields,julie@agapefields.com,1422 Beaumont Rd,Nicholasville,KY,40356,https://www.agapefields.com/,https://www.facebook.com/AgapeFieldsFlowers/,./icons/fb-icon.png,https://www.instagram.com/agapefields/,./icons/instagram-icon.png,"Wholesale to florists, Wedding Design, Delivery and CSA, You Pick, Workshops"
-84.6859716,38.2692388,Cut Flower Grower,Annie's Flowers,anniesfreshflowers@gmail.com,115 Wright St,Stamping Ground,KY,40379,https://www.anniesfreshflowers.com,https://www.facebook.com/freshflowersonthetable/,./icons/fb-icon.png,https://www.instagram.com/anniesflowers/,./icons/instagram-icon.png,"Wholesale to florists, Wedding Design, Farm Stands, Delivery to Lexington and Georgetown"
-84.83534,38.10424,Cut Flower Grower,Beholden Blooms,Nicole@beholdenblooms.com,1011 Sunny View Ln,Frankfort,KY,40601,https://www.beholdenblooms.com,https://www.facebook.com/BeholdenBlooms,./icons/fb-icon.png,https://www.instagram.com/beholdenblooms/,./icons/instagram-icon.png,"Farmer's market, Wholesale to florists, Wedding design, Flower Bike"
-85.080521,38.127209,Cut Flower Grower,Bellaire Blooms,bellairebloomsky@gmail.com,3810 Waddy Rd,Waddy,KY,40076,https://www.bellairebloomsky.com/,https://www.facebook.com/700bellaireave,./icons/fb-icon.png,https://www.instagram.com/bellaireblooms/,./icons/instagram-icon.png,"Farmer's Markets, Wholesale to florists"
-85.757829,38.254824,Cut Flower Grower,Black Rooster Farm,blackroosterfarm@yahoo.com,,Louisville,KY,,http://www.blackroosterfarm.com/,https://www.facebook.com/blackroosterfarmkentucky,./icons/fb-icon.png,https://www.instagram.com/blackroosterfarm/,./icons/instagram-icon.png,Farmer's Market
-84.46736,38.95361,Cut Flower Grower,BlackBerry Ridge Flower Farm,,,Ryland Heights,KY,,https://www.blackberryridgeflowerfarm.com/,https://www.facebook.com/Blackberry-Ridge-Flower-Farm-116678656833674,./icons/fb-icon.png,https://www.instagram.com/blackberryridgeflowerfarm/?hl=en,./icons/instagram-icon.png,"Farmer's market (with Anna Raines at Rains & Sun Hilltop Farm), Bouquet subscription"
-83.93249,38.38925,Cut Flower Grower,Blooming Valley Flower Farm,bloomingvalleyflowerfarm@gmail.com,607 Briggs Lane,Ewing,KY,41039,,https://www.facebook.com/Bloomingvalleyflowerfarm,./icons/fb-icon.png,https://www.instagram.com/bloomingvalleyflowerfarm/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, Weekly Buckets"
-84.1567282,38.1524016,Cut Flower Grower,Blooms of Bourbon Co,cindykflowers@gmail.com,393 Thomas Rd,Paris,KY,40361,https://bloomsofbc.com/,https://www.facebook.com/bbcfreshcutflowers/,./icons/fb-icon.png,https://www.instagram.com/bloomsofbourboncounty/,./icons/instagram-icon.png,Farmer's Market
-87.17854,37.20115,Cut Flower Grower,Blossom Hill Flower Farm ,ckferguson9@gmail.com,,Greenville,KY,,,https://www.facebook.com/blossomhillflowerfarm/,./icons/fb-icon.png,https://www.instagram.com/Blossomhillflowerfarm/,./icons/instagram-icon.png,Consign though local boutiques and gift stores
-84.1834639,38.0135048,Cut Flower Grower,Bluegrass Blooms & Botanicals,bluegrassblooms@gmail.com,671 Tech Dr.,Winchester,KY,40391,https://www.Bluegrassblooms.com,https://www.facebook.com/BluegrassBlooms/,./icons/fb-icon.png,https://www.instagram.com/bluegrassblooms/,./icons/instagram-icon.png,"Wholesale to florists, Wedding Design, Bouquet Subscription, Pop up Flower Bar, Grocery Stores"
